	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
396	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	LC/MS Polar	878	2065	225.0616	57-48-7	5984	C00095	HMDB00660
397	fucitol	Xenobiotics	Food Component/Plant	LC/MS Neg	100002455	816.1	165.0768	13074-06-1	3429		
398	fucose	Carbohydrate	Pentose Metabolism	LC/MS Pos Early	918	750	164.0917	2438-80-4	19466	C01018	HMDB00174
399	fumarate	Energy	TCA Cycle	LC/MS Polar	330	3084	115.0037	100-17-8	444972	C00122	HMDB00134
400	galactonate	Carbohydrate	Fructose, Mannose and Galactose Metabolism	LC/MS Polar	100001026	3085	195.051	299-28-5	128869	C00880	HMDB00565
401	galactosylglycerol*	Lipid	Glycolipid Metabolism	LC/MS Polar	100003064	2518	299.0984	16232-91-0	16048618	C05401	HMDB06790
402	gamma-aminobutyrate (GABA)	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	141	2048	104.0706	56-12-2	119	C00334	HMDB00112
403	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	LC/MS Neg	100002094	3843	263.1289	178167-75-4	133098		HMDB01931
404	gamma-CEHC sulfate*	Cofactors and Vitamins	Tocopherol Metabolism	LC/MS Neg	100020480	2909	343.0857		.		
405	gamma-glutamyl-alpha-lysine	Peptide	Gamma-glutamyl Amino Acid	LC/MS Pos Early	100010901	2784	276.1554		65254		
406	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	LC/MS Pos Early	1140	1430	276.119	10148-81-9	150914	C05283	HMDB11738
407	gamma-glutamylglycine	Peptide	Gamma-glutamyl Amino Acid	LC/MS Pos Early	100001294	1535	205.0819	1948-29-4	165527		HMDB11667
408	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	LC/MS Neg	100001485	1600	259.1299		14253342		HMDB11170
409	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	LC/MS Pos Early	1268	2991	261.1445	2566-39-4	151023		HMDB11171
410	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	LC/MS Pos Early	100001313	2640	279.1009	17663-87-5	7009567		HMDB29155
411	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	LC/MS Neg	100000491	1825	293.1143	7432-24-8	111299		HMDB00594
412	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	LC/MS Neg	1102	1240	309.1092	7432-23-7	94340		HMDB11741
413	gamma-tocopherol/beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	LC/MS Pos Late	100008998	2384	416.3643		.		
414	gamma-tocotrienol	Cofactors and Vitamins	Tocopherol Metabolism	LC/MS Pos Late	100001981	1918	410.3179	14101-61-2	5282349	C14155	HMDB12958
415	genistein	Xenobiotics	Food Component/Plant	LC/MS Neg	100001221	3754	269.0455	446-72-0	5280961	C06563	HMDB03217
416	gentisate	Amino Acid	Tyrosine Metabolism	LC/MS Neg	100000447	1459.8	153.0193	490-79-9	3469	C00628	HMDB00152
417	gluconate	Xenobiotics	Food Component/Plant	LC/MS Polar	338	2922	195.051	527-07-1	10690	C00257	HMDB00625
418	glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	LC/MS Polar	572	2342	225.0616	50-99-7	79025	C00031	HMDB00122
419	glucuronate	Carbohydrate	Aminosugar Metabolism	LC/MS Polar	100000257	3233.3	193.0354	207300-70-7	444791	C00191	HMDB00127
420	glutamate	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	561	1500	148.0604	56-86-0	611	C00025	HMDB00148
421	glutamate, gamma-methyl ester	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	100001103	2170	162.0761	1499-55-4;1499-55-4	68662		HMDB61715
422	glutamine	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	563	1291	147.0764	56-85-9	5961	C00064	HMDB00641
423	glutaminylleucine	Peptide	Dipeptide	LC/MS Pos Early	100003160	3009	260.1605		18218208		HMDB29153
424	glutamyl-meso-diaminopimelate	Xenobiotics	Bacterial/Fungal	LC/MS Pos Early	100008986	2555	320.1452		.		
425	glutarate (C5-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Polar	339	2900	131.035	110-94-1	743	C00489	HMDB00661
426	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	LC/MS Polar	1052	2070.4	105.0193	600-19-1	752	C00258	HMDB00139
427	glycerol	Lipid	Glycerolipid Metabolism	LC/MS Neg	1254	758	91.0401	56-81-5	753	C00116	HMDB00131
428	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	LC/MS Pos Early	100000258	580	173.021	29849-82-9	754	C00093	HMDB00126
429	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	LC/MS Pos Early	100001620	659	216.0632	33049-08-0	123874	C01233	HMDB00114
430	glycerophosphoglycerol	Lipid	Glycerolipid Metabolism	LC/MS Pos Early	100001619	520	247.0577		439964	C03274	
431	glycerophosphoinositol*	Lipid	Phospholipid Metabolism	LC/MS Pos Early	100001621	516	335.0738	16824-65-0	167572		
432	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	LC/MS Pos Early	100000269	672	258.1101	28319-77-9	71920	C00670	HMDB00086
433	glycerophosphoserine*	Lipid	Phospholipid Metabolism	LC/MS Pos Early	100015666	577	260.053		3081457		
434	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Pos Early	340	1375	76.0393	56-40-6	750	C00037	HMDB00123
435	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	LC/MS Neg	1628	5236.1	448.3068	16564-43-5	12544	C05466	HMDB00637
436	glycocholate	Lipid	Primary Bile Acid Metabolism	LC/MS Neg	342	5163	464.3018	475-31-0;863-57-0	10140	C01921	HMDB00138
437	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100001989	4750	254.6229		.		
438	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100000436	5281	448.3068	360-65-6	3035026	C05464	HMDB00631
439	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100001657	5011	255.6307	15324-64-8	72222	C11301	HMDB02639
440	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	Lipid	Ceramides	LC/MS Pos Late	100015752	3839	826.6767		.		
441	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	LC/MS Pos Late	100009272	2623	700.5722		.		
442	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	Lipid	Ceramides	LC/MS Pos Late	100001882	3053	728.6035		.		
443	glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100002911	5033	448.3068	64480-66-6	12310288		HMDB00708
444	glycylisoleucine	Peptide	Dipeptide	LC/MS Pos Early	100001790	3002	189.1234	19461-38-2	88079		HMDB28844
445	glycylleucine	Peptide	Dipeptide	LC/MS Pos Early	100001258	3059	189.1234	869-19-2	92843	C02155	HMDB00759
446	glycylvaline	Peptide	Dipeptide	LC/MS Pos Early	100000487	2734	175.1077	1963-21-9	97417		HMDB28854
447	glycyrrhetinate	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100002856	1494	471.3469	471-53-4	18526330	C02283	HMDB11628
448	guanidinoacetate	Amino Acid	Creatine Metabolism	LC/MS Pos Early	344	1937	118.0611	352-97-6	763	C00581	HMDB00128
449	guanine	Nucleotide	Purine Metabolism, Guanine containing	LC/MS Pos Early	172	2032	152.0567	73-40-5	764	C00242	HMDB00132
450	guanosine	Nucleotide	Purine Metabolism, Guanine containing	LC/MS Neg	1099	1662	282.0844	118-00-3	6802	C00387	HMDB00133
451	guanosine-2',3'-cyclic monophosphate	Nucleotide	Purine Metabolism, Guanine containing	LC/MS Neg	74	1480	344.0402	15718-49-7	92823	C06194	HMDB11629
452	heptadecasphingosine (d17:1)	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100015724	1377	286.2741	6918-48-5	5283557		
453	heptanoate (7:0)	Lipid	Medium Chain Fatty Acid	LC/MS Neg	925	3670	129.0921	111-14-8	8094	C17714	HMDB00666
454	hesperetin	Xenobiotics	Food Component/Plant	LC/MS Neg	100001039	3679	301.0718	41001-90-5	72281	C01709	HMDB05782
455	hesperidin (hesperetin 7-rutinoside)	Xenobiotics	Food Component/Plant	LC/MS Neg	100000838	3867	609.1825	520-26-3	10621	C09755	HMDB03265
456	hexadecadienoate (16:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	LC/MS Neg	100009394	5398	251.2017	28290-73-5	.		HMDB00477
457	hexadecanedioate (C16-DC)	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100001614	4615	285.2071	505-54-4	10459	C19615	HMDB00672
458	hexadecasphinganine (d16:0)*	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100015865	1300	274.2741		656816	C13915	
459	hexadecasphingosine (d16:1)*	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100015723	1289	272.2584		.		
460	hexadecatrienoate (16:3n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	LC/MS Neg	100009393	5330	249.186	7561-64-0	5312428		
461	hexadecenedioate (C16:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	LC/MS Neg	100019975	4380	283.1915		.		
462	hexanoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	LC/MS Neg	100001527	2900	172.0979	24003-67-6	99463		HMDB00701
463	hippurate	Xenobiotics	Benzoate Metabolism	LC/MS Neg	100000014	2106.9	178.051	495-69-2	464	C01586	HMDB00714
464	histamine	Amino Acid	Histidine Metabolism	LC/MS Pos Early	354	3035	112.0869	51-45-6	774	C00388	HMDB00870
465	histidine	Amino Acid	Histidine Metabolism	LC/MS Neg	355	755.9	154.0622	5934-29-2	6274	C00135	HMDB00177
466	homoarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100000961	2882	189.1346	156-86-5	9085	C01924	HMDB00670
467	homocitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100000963	1908	190.1186	1190-49-4	65072	C02427	HMDB00679
468	hydantoin-5-propionic acid	Amino Acid	Histidine Metabolism	LC/MS Pos Early	100002514	1045	173.0557	5624-26-0	782	C05565	HMDB01212
469	hydroxymethylpyrimidine	Cofactors and Vitamins	Thiamine Metabolism	LC/MS Pos Early	100003365	2207	140.0818	73-67-6	777	C01279	
470	trans-4-hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	1001	1064	132.0655	51-35-4	5810	C01157	HMDB00725
471	hyocholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100001279	5046	407.2803	547-75-1	92805	C17649	HMDB00760
472	hypotaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	358	724	110.027	300-84-5	107812	C00519	HMDB00965
473	hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	LC/MS Neg	171	1291.2	135.0312	68-94-0	790	C00262	HMDB00157
474	imidazole lactate	Amino Acid	Histidine Metabolism	LC/MS Pos Early	100000263	2040	157.0608	14403-45-3	440129	C05568	HMDB02320
475	imidazole propionate	Amino Acid	Histidine Metabolism	LC/MS Pos Early	100003434	2263	141.0659	1074-59-5	70630		HMDB02271
476	indole	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100000264	4302	116.0506	120-72-9	798	C00463	HMDB00738
477	indole-3-carboxylic acid	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100002185	1710	160.0404	771-50-6	69867	C19837	HMDB03320
478	indoleacetate	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100001034	2200	174.0561	6505-45-9	802	C00954	HMDB00197
479	indolelactate	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100000463	2286	204.0666	832-97-3	92904	C02043	HMDB00671
480	indolepropionate	Amino Acid	Tryptophan Metabolism	LC/MS Neg	100001083	2795	188.0717	830-96-6	3744		HMDB02302
481	indolin-2-one	Xenobiotics	Food Component/Plant	LC/MS Pos Early	100004318	2575	134.06	59-48-3	321710	C12312	
482	inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	LC/MS Neg	361	1602.1	267.0735	58-63-9	6021	C00294	HMDB00195
483	isobutyrylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Neg	100001590	1420	144.0666	15926-18-8	10855600		HMDB00730
484	isocaproate (i6:0)	Lipid	Fatty Acid, Branched	LC/MS Neg	100000806	2570	115.0765	646-07-1	12587		HMDB00689
485	isocitric lactone	Energy	TCA Cycle	LC/MS Polar	100009239	2970	173.0092	4702-32-3	98259		
486	isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Pos Early	376	2800	132.1019	73-32-5	6306	C00407	HMDB00172
487	isoleucylglycine	Peptide	Dipeptide	LC/MS Neg	100003169	1992	187.1088	868-28-0	342532		HMDB28907
488	isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	100002488	4809	391.2854	78919-26-3	127601	C17662	HMDB00686
489	isovalerate (i5:0)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Neg	100000708	1564	101.0608	503-74-2	10430	C08262	HMDB00718
490	isovalerylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Neg	100001452	1950	158.0823	16284-60-9	546304		HMDB00678
491	I-urobilinogen	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	LC/MS Neg	100001226	4190	591.3188	14684-37-8	26818	C05790	HMDB04157
492	kynurenate	Amino Acid	Tryptophan Metabolism	LC/MS Neg	98	2224	188.0353	492-27-3	3845	C01717	HMDB00715
493	kynurenine	Amino Acid	Tryptophan Metabolism	LC/MS Pos Early	100000265	2739	209.0921	2922-83-0	161166	C00328	HMDB00684
494	lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	LC/MS Polar	482	1468.8	89.0244	79-33-4	612	C00186	HMDB00190
495	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100015623	3842	946.7189		.		
496	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	Ceramides	LC/MS Pos Late	100015620	3778	972.7346		.		
497	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	LC/MS Pos Late	100009030	2527	862.625	4201-62-1	.		
498	LAHSA (18:2/OH-18:0)*	Lipid	Fatty Acid Hydroxyl Fatty Acid	LC/MS Pos Late	100015655	2936	580.5299		.		
499	lanosterol	Lipid	Sterol	LC/MS Pos Late	395	2687	409.3829	79-63-0	246983	C01724	HMDB01251
500	laurate (12:0)	Lipid	Medium Chain Fatty Acid	LC/MS Neg	181	5300	199.1704	143-07-7	3893	C02679	HMDB00638
501	laurylcarnitine (C12)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100001392	1235	344.2795	25518-54-1	10427569		HMDB02250
502	leucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Pos Early	397	2864	132.1019	61-90-5	6106	C00123	HMDB00687
503	leucylalanine	Peptide	Dipeptide	LC/MS Pos Early	100003179	2801	203.139	7298-84-2	259321		HMDB28922
504	leucylglutamine*	Peptide	Dipeptide	LC/MS Pos Early	100003183	2620	260.1605		4305457		HMDB28927
505	leucylglycine	Peptide	Dipeptide	LC/MS Neg	100003185	2050	187.1088	686-50-0	79070		HMDB28929
506	lignoceroyl ethanolamide (24:0)*	Lipid	Endocannabinoid	LC/MS Pos Late	100015855	2445	412.4149		.		
507	lignoceroylcarnitine (C24)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100015834	1603	512.4673		.		
508	limonin	Xenobiotics	Food Component/Plant	LC/MS Neg	100005950	4525	469.1868	1180-71-8	179651	D00173,C03514	
509	linoleate (18:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	LC/MS Neg	180	5535	279.233	60-33-3	5280450	C01595	HMDB00673
510	linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	LC/MS Neg	100001337	5450	277.2173		5280934	C06426	HMDB03073
511	linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010932	2229	630.5092		.		HMDB07278
512	linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010933	2268	630.5092		.		HMDB07278
513	linoleoyl ethanolamide	Lipid	Endocannabinoid	LC/MS Neg	100006726	6150	322.2752	68171-52-8	5283446		HMDB12252
514	linoleoylcarnitine (C18:2)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100003151	1430	424.3421	36816-10-1	6450015		HMDB06469
515	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010926	2426	632.5249		.		HMDB07249
516	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010927	2478	632.5249		.		HMDB07250
517	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010941	2720	634.5405		.		HMDB07248
518	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	Lipid	Diacylglycerol	LC/MS Pos Late	100010942	2790	634.5405		.		HMDB07248
519	lithocholate	Lipid	Secondary Bile Acid Metabolism	LC/MS Neg	405	5372	375.2905	434-13-9	9903	C03990	HMDB00761
520	L-urobilin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	LC/MS Neg	100002568	4624	593.3345	34217-90-8	5280818	C05793	HMDB04159
521	luteolin	Xenobiotics	Food Component/Plant	LC/MS Pos Late	100001913	735	287.055	491-70-3	5280445	C01514	HMDB05800
522	lysine	Amino Acid	Lysine Metabolism	LC/MS Pos Early	407	2850	147.1128	56-87-1	5962	C00047	HMDB00182
523	lysylleucine	Peptide	Dipeptide	LC/MS Pos Early	100003196	3370	260.1969	7369-79-1	4682588		HMDB28955
524	malate	Energy	TCA Cycle	LC/MS Neg	409	615.6	133.0143	6915-15-7	525	C00149	HMDB00156
525	maleate	Lipid	Fatty Acid, Dicarboxylate	LC/MS Polar	100000707	2640	115.0037	110-16-7	444266	C01384	HMDB00176
526	malonate	Lipid	Fatty Acid Synthesis	LC/MS Neg	818	612	103.0037	141-82-2;26522-22-85-0	867	C00383	HMDB00691
527	maltose	Carbohydrate	Glycogen Metabolism	LC/MS Polar	913	3329.4	387.1144	6363-53-7	10991489	C00208	HMDB00163
528	maltotetraose	Carbohydrate	Glycogen Metabolism	LC/MS Neg	100000275	910	665.2146	34612-38-9	446495	C02052	HMDB01296
529	maltotriose	Carbohydrate	Glycogen Metabolism	LC/MS Neg	100000276	812	503.1618	1109-28-0	439586	C01835	HMDB01262
530	mannitol/sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	LC/MS Polar	100001740	2320	181.0718		5780	C00794	HMDB00247
531	mannose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	LC/MS Polar	803	2200	225.0616	3458-28-4	18950	C00159	HMDB00169
532	margarate (17:0)	Lipid	Long Chain Fatty Acid	LC/MS Neg	891	5731	269.2486	506-12-7	10465		HMDB02259
533	margaroylcarnitine (C17)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100004054	1424	414.3578	106182-29-0	.		HMDB06210
534	mead acid (20:3n9)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	LC/MS Neg	100001472	5650	305.2486	20590-32-3	5312531		HMDB10378
535	methionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	415	2526	150.0583	63-68-3	6137	C00073	HMDB00696
536	methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	100000039	1272	166.0533	3226-65-1	158980	C02989	HMDB02005
537	methyl-4-hydroxybenzoate	Xenobiotics	Benzoate Metabolism	LC/MS Neg	100001252	3671	151.0401	99-76-3	7456	D01400	HMDB32572
538	methylmalonate (MMA)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	LC/MS Polar	418	3078.4	117.0193	516-05-2	487	C02170	HMDB00202
539	methylphosphate	Nucleotide	Purine and Pyrimidine Metabolism	LC/MS Pos Early	100001805	544	112.9998	7023-27-0	13130		HMDB61711
540	methylsuccinate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Polar	2051	2800	131.035	498-21-5	10349		HMDB01844
541	methylurea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100001401	807	75.0553	598-50-5	11719	C16363	
542	mevalonate	Lipid	Mevalonate Metabolism	LC/MS Polar	30	1462	147.0663	96949-03-0	439230	C02104	HMDB00227
543	mevalonate 5-diphosphate	Lipid	Mevalonate Metabolism	LC/MS Neg	31	575	306.999	108869-00-7	439418	C01143	HMDB01981
544	m-tyramine	Amino Acid	Tyrosine Metabolism	LC/MS Pos Early	100002797	2701	138.0913	588-05-6	11492		HMDB04989
545	myo-inositol	Lipid	Inositol Metabolism	LC/MS Polar	363	3506.3	225.0616	87-89-8	892	C00137	HMDB00211
546	myristate (14:0)	Lipid	Long Chain Fatty Acid	LC/MS Neg	519	5440	227.2017	544-63-8	11005	C06424	HMDB00806
547	myristoleate (14:1n5)	Lipid	Long Chain Fatty Acid	LC/MS Neg	100001198	5346.9	225.186	544-64-9	5281119	C08322	HMDB02000
548	myristoylcarnitine (C14)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	LC/MS Pos Late	100001270	1350	372.3108	18822-89-4	6426854		HMDB05066
549	N-(2-furoyl)glycine	Xenobiotics	Food Component/Plant	LC/MS Neg	100001086	1525	168.0302	5657-19-2;5657-19-2	21863		HMDB00439
550	N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH))	Lipid	Sphingolipid Metabolism	LC/MS Pos Late	100015642	2692	554.5143	34839-02-6	.		
551	N1,N12-diacetylspermine	Amino Acid	Polyamine Metabolism	LC/MS Pos Early	100002132	3105	287.2442	61345-83-3	132680	C03413	HMDB02172
552	N1-Methyl-2-pyridone-5-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	LC/MS Neg	100001468	1668	151.0513	701-44-0	69698	C05842	HMDB04193
553	N2,N5-diacetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100004575	1310	217.1183	39825-23-5	10398396		
554	N2-acetyllysine	Amino Acid	Lysine Metabolism	LC/MS Neg	100001721	828.3	187.1088	1946-82-3	92907	C12989	HMDB00446
555	N6,N6,N6-trimethyllysine	Amino Acid	Lysine Metabolism	LC/MS Pos Early	189	2825	189.1598	23284-33-5	440120	C03793	HMDB01325
556	N6-acetyllysine	Amino Acid	Lysine Metabolism	LC/MS Neg	100001734	1059	187.1088	692-04-6	92832	C02727	HMDB00206
557	N6-carbamoylthreonyladenosine	Nucleotide	Purine Metabolism, Adenine containing	LC/MS Neg	100001415	2164	411.127	24719-82-2	161466		HMDB41623
558	N6-carboxyethyllysine	Amino Acid	Lysine Metabolism	LC/MS Neg	100001769	680	217.1194	5746-03-02 00:00:00	.		
559	N6-carboxymethyllysine	Carbohydrate	Advanced Glycation End-product	LC/MS Pos Early	100001768	2500	205.1183	5746-04-03 00:00:00	123800		
560	N6-formyllysine	Amino Acid	Lysine Metabolism	LC/MS Pos Early	100000486	1992	175.1077	1190-48-3	70923		
561	N-acetyl-1-methylhistidine*	Amino Acid	Histidine Metabolism	LC/MS Pos Early	100004299	2100	212.1028		193270		
562	N-acetyl-2-aminooctanoate*	Lipid	Fatty Acid, Amino	LC/MS Neg	100020204	3943	200.1292		95555		HMDB59745
563	N-acetyl-3-methylhistidine*	Amino Acid	Histidine Metabolism	LC/MS Pos Early	100002204	2056	212.103	37841-04-6	193270		
564	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	LC/MS Polar	1110	1564.8	130.051	97-69-8	88064	C02847	HMDB00766
565	N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100001266	2245	217.1295	155-84-0	67427	C02562	HMDB04620
566	N-acetylasparagine	Amino Acid	Alanine and Aspartate Metabolism	LC/MS Pos Early	100001257	785	175.0713	4033-40-3	99715		HMDB06028
567	N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism	LC/MS Polar	100000787	3143	174.0408	997-55-7;997-55-7	65065	C01042	HMDB00812
568	N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism	LC/MS Neg	100001612	575.3	303.0834	3106-85-2	5255	C12270	HMDB01067
569	N-acetyl-beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	LC/MS Neg	100002102	773	130.051	3025-95-4	76406	C01073	
570	N-acetyl-beta-glucosaminylamine	Carbohydrate	Aminosugar Metabolism	LC/MS Neg	1216	759	219.0986	4229-38-3	439454	C01239	HMDB01104
571	N-acetyl-cadaverine	Amino Acid	Lysine Metabolism	LC/MS Pos Early	100002249	2385	145.1335	32343-73-0	189087		HMDB02284
572	N-acetylcitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	LC/MS Pos Early	100001577	1010	218.1135	33965-42-3	656979	C15532	HMDB00856
573	N-acetylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	1107	1416	164.0376	616-91-1	12035	C06809	HMDB01890
574	N-acetylglucosamine/N-acetylgalactosamine	Carbohydrate	Aminosugar Metabolism	LC/MS Pos Early	100006435	715	222.0972		24139		HMDB00215
575	N-acetylglucosaminylasparagine	Carbohydrate	Aminosugar Metabolism	LC/MS Pos Early	1215	1212	336.1402	2776-93-4	123826	C04540	HMDB00489
576	N-acetylglutamate	Amino Acid	Glutamate Metabolism	LC/MS Pos Early	100000282	1050	190.071	5817-08-03 00:00:00	70914	C00624	HMDB01138
577	N-acetylglutamine	Amino Acid	Glutamate Metabolism	LC/MS Polar	100001253	2140	187.0724	2490-97-3	182230	C02716	HMDB06029
578	N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	LC/MS Polar	100001006	1780	116.0353	543-24-8	10972		HMDB00532
579	N-acetylhistamine	Amino Acid	Histidine Metabolism	LC/MS Pos Early	100006123	2287	154.0975	673-49-4	69602	C05135	HMDB13253
580	N-acetylhistidine	Amino Acid	Histidine Metabolism	LC/MS Pos Early	100001293	2065	198.0873	39145-52-3	75619	C02997	HMDB32055
581	N-acetylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Neg	100001276	2325	172.0979	3077-46-1	2802421		HMDB61684
582	N-acetyl-isoputreanine*	Amino Acid	Polyamine Metabolism	LC/MS Polar	100020487	2904	201.1245		.		
583	N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	LC/MS Neg	1082	2400	172.0979	1188-21-2	70912	C02710	HMDB11756
584	N-acetylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Neg	1083	1787	190.0543	65-82-7	448580	C02712	HMDB11745
585	N-acetylmethionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	LC/MS Pos Early	100005463	880	208.0638	108646-71-5	193368		
